,ID_Pengiriman,Tanggal,Waktu_Keberangkatan,Waktu_Kedatangan,Lat_Jemput,Lon_Jemput,Lat_Tujuan,Lon_Tujuan,Jarak_KM_Terukur,ID_Kurir,Tipe_Kendaraan,Pengalaman_Kurir,Jumlah_Paket,Kondisi_Cuaca,Kondisi_Lalu_Lintas,Tipe_Area_Tujuan,Durasi_Pengiriman_Menit,ETA_Awal_Menit,Status_Keterlambatan
623,DEL-00624,2023-09-13 19:17:00,2023-09-13 19:17:00,2023-09-13 20:00:36.040010,-6.057263199096766,106.8082459136386,-6.107964943662959,106.81067234017068,20.89327814627802,33,Mobil_Van,Menengah,5,Cerah,Ringan,Industri,43.60066682543279,45.78070016670443,0
626,DEL-00627,2023-10-19 19:52:00,2023-10-19 19:52:00,2023-10-19 20:59:25.548175,-6.305706952208853,106.8483405440755,-6.199910816106138,106.68621668707894,40.32639821552675,12,Motor,Menengah,15,Cerah,Ringan,Bisnis,67.42580292480072,70.79709307104076,0
627,DEL-00628,2023-10-14 15:15:00,2023-10-14 15:15:00,2023-10-14 16:00:22.063547,-6.342098389475434,106.8403444487757,-6.281975652097649,106.8887898505801,23.6059234769613,35,Motor,Rendah,37,Cerah,Ringan,Bisnis,45.36772578900096,47.63611207845101,0
628,DEL-00629,2023-10-26 18:46:00,2023-10-26 18:46:00,2023-10-26 19:48:53.477756,-6.053023057273782,106.88084018239032,-6.349143049154845,106.69838569244094,36.18205005313482,42,Motor,Tinggi,36,Cerah,Ringan,Bisnis,62.89129592588984,73.37317858020482,0
629,DEL-00630,2023-10-27 16:29:00,2023-10-27 16:29:00,2023-10-27 17:48:50.132423,-6.266338745302633,106.67719754809777,-6.182136059376568,106.80969858251598,36.41294870453831,38,motor,Menengah,23,Cerah,Sedang,Perumahan,79.83554038725491,69.85609783884806,0
630,DEL-00631,2023-09-25 13:19:00,2023-09-25 13:19:00,2023-09-25 14:12:13.448672,-6.072937172919133,106.7391775640711,-6.276653638832049,106.83397357033968,14.96376135368446,17,Motor,Menengah,22,Cerah,Padat,Industri,53.224144534164026,34.92834485054514,0
631,DEL-00632,2023-09-05 07:29:00,2023-09-05 07:29:00,2023-09-05 08:36:01.215751,-6.051234117272085,106.84503317991845,-6.160620699196747,106.9176691365658,41.995673381691816,33,Motor,Tinggi,28,Hujan_Ringan,Ringan,Bisnis,67.02026250993508,67.99157066225298,0
632,DEL-00633,2023-10-19 09:44:00,2023-10-19 09:44:00,2023-10-19 09:50:27.812175,-6.170047633657066,106.69101924777468,-6.265649215564386,106.71312726307713,6.368446835317379,34,Mobil_Van,Menengah,36,Cerah,Ringan,Perumahan,6.46353625011693,6.786713062622777,0
633,DEL-00634,2023-09-14 14:29:00,2023-09-14 14:29:00,2023-09-14 15:07:30.452201,-6.340041105480331,106.85327946323652,-6.323592791242932,106.91278262170916,16.586871708768662,19,Motor,Menengah,13,Badai,Sedang,Perumahan,38.50753669140301,24.06721043212688,0
634,DEL-00635,2023-10-20 10:17:00,2023-10-20 10:17:00,2023-10-20 11:07:30.254331,-6.325522510883922,106.66770801324613,-6.198484511046932,106.93034813278749,18.56968122612429,20,Motor,Menengah,28,Hujan_Ringan,Sedang,Bisnis,50.50423885608608,38.427138260065504,0
635,DEL-00636,2023-10-07 15:47:00,2023-10-07 15:47:00,2023-10-07 16:25:02.874229,-6.205523283467637,106.75047946588788,-6.180654279113557,106.67684620537788,14.043290658622752,26,Motor,Menengah,19,Hujan_Ringan,Sedang,Industri,38.04790381194573,28.94949203082828,0
636,DEL-00637,2023-09-01 11:45:00,2023-09-01 11:45:00,2023-09-01 12:06:29.993505,-6.228148396126555,106.90401333669976,-6.214222992338135,106.9155855354036,14.173500576233717,38,Motor,Tinggi,26,Cerah,Ringan,Perumahan,21.499891756887,25.0832070497015,0
637,DEL-00638,2023-09-15 15:14:00,2023-09-15 15:14:00,2023-09-15 15:23:26.585697,-6.16814680826547,106.88228738711436,-6.212589333701065,106.72775401458232,5.0619685057586095,42,Motor,Menengah,38,Cerah,Ringan,Perumahan,9.443094948464733,9.91524969588797,0
638,DEL-00639,2023-10-19 15:23:00,2023-10-19 15:23:00,2023-10-19 17:21:42.310704,-6.218345657086591,106.84342821456812,-6.173104961629996,106.67430028481463,49.27405580436273,31,Motor,Rendah,14,Badai,Ringan,Industri,118.70517839441656,89.02888379581243,0
639,DEL-00640,2023-09-04 18:58:00,2023-09-04 18:58:00,2023-09-04 21:02:30.763542,-6.069776945218555,106.91113752498752,-6.1920939471769545,106.9375723067755,42.47555109754535,10,Mobil_Van,Tinggi,6,Cerah,Padat,Perumahan,124.51272569672888,90.7905291538648,1
641,DEL-00642,2023-10-13 18:05:00,2023-10-13 18:05:00,2023-10-13 18:49:13.685405,-6.141882181561267,106.80581253156323,-6.290874306054491,106.83689505154108,23.22443303108549,7,Motor,Menengah,5,Cerah,Ringan,Industri,44.22809008997137,46.439494594469934,0
642,DEL-00643,2023-10-09 14:45:00,2023-10-09 14:45:00,2023-10-09 16:24:36.542041,-6.081054418207251,106.94391525011574,-6.307462687571285,106.8158619359386,49.76,42,Motor,Tinggi,13,Badai,Ringan,Perumahan,99.60903400913836,83.00752834094864,0
643,DEL-00644,2023-09-24 17:12:00,2023-09-24 17:12:00,2023-09-24 18:14:26.896149,-6.305938437250038,106.8584568239368,-6.142011325334076,106.71395457739794,23.45,33,Motor,Menengah,30,Cerah,Sedang,Perumahan,62.44826914270739,54.642235499868974,0
644,DEL-00645,2023-10-04 15:06:00,2023-10-04 15:06:00,2023-10-04 15:34:03.250355,-6.281079603764441,106.8304101530439,-6.191420476349911,106.85086971845011,12.909417180045494,47,Motor,Menengah,19,Cerah,Sedang,Bisnis,28.054172575080976,24.54740100319585,0
645,DEL-00646,2023-10-22 10:58:00,2023-10-22 10:58:00,2023-10-22 11:03:00.000000,-6.317804401857796,106.77266116828606,-6.221043462940722,106.66383449670218,3.1003285860032683,42,Mobil_Van,Rendah,26,Cerah,Sedang,Perumahan,5.0,3.535977859626453,0
646,DEL-00647,2023-09-08 10:28:00,2023-09-08 10:28:00,2023-09-08 11:45:53.365747,-6.308108480231026,106.92072374957372,-6.110498301418145,106.7109284778936,39.0,22,Motor,Tinggi,27,Hujan_Ringan,Ringan,Perumahan,77.88942911024833,79.01826141619397,0
647,DEL-00648,2023-10-24 11:50:00,2023-10-24 11:50:00,2023-10-24 12:52:39.876693,-6.19622480991973,106.73871272868148,-6.252261602071759,106.93339912528018,28.399433383656756,35,Motor,Menengah,7,Cerah,Sedang,Bisnis,62.66461154356841,54.83153510062237,0
648,DEL-00649,2023-10-15 16:42:00,2023-10-15 16:42:00,2023-10-15 17:15:05.707511,-6.253646222309761,106.65276587826328,-6.179568001072711,106.93605225737724,17.52335904361428,9,Motor,Menengah,15,Cerah,Ringan,Bisnis,33.095125179193374,34.74988143815305,0
649,DEL-00650,2023-10-04 15:25:00,2023-10-04 15:25:00,2023-10-04 15:47:18.692544,-6.223048148141974,106.7090221567297,-6.32767771955294,106.79479655754405,8.498495695823838,45,Mobil_Van,Menengah,26,Cerah,Sedang,Perumahan,22.31154239638901,19.522599596840383,0
650,DEL-00651,2023-10-11 07:57:00,2023-10-11 07:57:00,2023-10-11 08:48:04.301200,-6.055253050461782,106.68285524758272,-6.126678774852467,106.70072152167413,23.77983307465097,38,motor,Tinggi,18,Badai,Ringan,Perumahan,51.07168666407435,42.55973888672863,0
651,DEL-00652,2023-09-03 14:05:00,2023-09-03 14:05:00,2023-09-03 14:10:00.000000,-6.302988695661216,106.74569813225192,-6.141442266555323,106.77648601831048,1.0,19,Mobil_Van,Menengah,20,Cerah,Ringan,Perumahan,5.0,1.2741768474928536,0
652,DEL-00653,2023-09-05 11:53:00,2023-09-05 11:53:00,2023-09-05 13:03:07.142321,-6.187756378760578,106.89776360323754,-6.109286111210936,106.91312124998755,31.065711118400905,32,Motor,Menengah,38,Hujan_Ringan,Sedang,Perumahan,70.11903868787023,53.35144247990127,0
653,DEL-00654,2023-10-17 13:48:00,2023-10-17 13:48:00,2023-10-17 14:21:11.085772,-6.320338653483905,106.8454589056095,-6.084657212595034,106.67108221633082,9.313904097249791,34,Mobil_Van,Menengah,9,Cerah,Sedang,Bisnis,33.18476285846178,29.036667501154064,0
654,DEL-00655,2023-09-09 09:19:00,2023-09-09 09:19:00,2023-09-09 09:58:56.045963,-6.254451106020837,106.70069417677011,-6.122591519811374,106.68836057314904,26.334976464824976,44,Motor,Menengah,12,Cerah,Ringan,Bisnis,39.93409937827846,41.93080434719239,0
655,DEL-00656,2023-10-28 07:58:00,2023-10-28 07:58:00,2023-10-28 08:44:36.984301,-6.191742222897621,106.8866465163277,-6.096653032961812,106.91869585375682,27.5240674762395,43,Motor,Menengah,6,Hujan_Ringan,Ringan,Perumahan,46.61640501541355,42.56280457929064,0
656,DEL-00657,2023-10-12 09:49:00,2023-10-12 09:49:00,2023-10-12 09:54:00.000000,-6.066010476210399,106.80126595982982,-6.246303620311483,106.77461502020782,1.0,13,Mobil_Van,Tinggi,15,Cerah,Ringan,Perumahan,5.0,-5.038716762857253,0
657,DEL-00658,2023-09-18 07:23:00,2023-09-18 07:23:00,2023-09-18 09:11:05.396942,-6.232631533614955,106.80381438723548,-6.246998791395519,106.67503758154272,44.90876675734865,22,Motor,Menengah,27,Cerah,Sedang,Perumahan,108.08994903747129,94.57870540778735,0
658,DEL-00659,2023-09-03 09:37:00,2023-09-03 09:37:00,2023-09-03 11:10:54.773779,-6.330527991135599,106.75863365429426,-6.066709754030056,106.6917627231522,43.912093477459145,35,Mobil_Van,Rendah,5,Cerah,Sedang,Bisnis,93.9128963230222,82.17378428264443,0
659,DEL-00660,2023-09-13 14:46:00,2023-09-13 14:46:00,2023-09-13 15:28:43.920994,-6.233551565611905,106.9093849094466,-6.075627639102139,106.91473445338823,24.692075275716036,49,Motor,Menengah,14,Cerah,Ringan,Perumahan,42.73201656313949,44.86861739129647,0
660,DEL-00661,2023-09-25 15:03:00,2023-09-25 15:03:00,2023-09-25 15:48:00.533064,-6.306277647237807,106.74549819115674,-6.185450797668434,106.79703101148736,28.946079009808997,41,Motor,Tinggi,10,Cerah,Ringan,Perumahan,45.00888439596592,52.51036512862691,0
661,DEL-00662,2023-09-14 11:33:00,2023-09-14 11:33:00,2023-09-14 11:56:33.847909,-6.281003116012567,106.6782419282009,-6.240032364418206,106.69889829235836,12.37318796503893,15,Mobil_Van,Rendah,7,Cerah,Ringan,Perumahan,23.56413181301034,24.74233840366086,0
662,DEL-00663,2023-09-11 15:55:00,2023-09-11 15:55:00,2023-09-11 17:11:59.018045,-6.164572813050503,106.74081869819156,-6.09019954092236,106.91821792647843,43.73852783037262,15,Motor,Rendah,23,Cerah,Ringan,Perumahan,76.98363408516161,80.8328157894197,0
663,DEL-00664,2023-09-03 17:27:00,2023-09-03 17:27:00,2023-09-03 17:41:21.484921,-6.329772840138896,106.86460606388036,-6.25297666027179,106.90358366675362,11.089128983781528,36,Motor,Menengah,33,Hujan_Ringan,Ringan,Perumahan,14.358082011056329,13.109553140529693,0
664,DEL-00665,2023-09-29 15:02:00,2023-09-29 15:02:00,2023-09-29 16:28:21.746326,-6.210582873124989,106.847274566041,-6.303909475131666,106.65690700523648,39.0225290159522,32,Motor,Tinggi,19,Hujan_Ringan,Sedang,Industri,86.3624387669167,73.01172359521944,0
665,DEL-00666,2023-09-25 08:11:00,2023-09-25 08:11:00,2023-09-25 08:44:43.894596,-6.1671615241967706,106.70640514606607,-6.158152197498357,106.82429703232484,18.72764907824599,14,MTR,Rendah,27,Cerah,Ringan,Perumahan,33.73157660108813,35.41815543114254,0
666,DEL-00667,2023-10-12 15:14:00,2023-10-12 15:14:00,2023-10-12 16:25:13.196683,-6.223442482289751,106.68353528973148,-6.33721345708011,106.72330099511422,36.97986136556633,30,Mobil_Van,Menengah,12,Cerah,Sedang,Perumahan,71.21994472014333,62.31745163012543,0
667,DEL-00668,2023-10-10 15:04:00,2023-10-10 15:04:00,2023-10-10 16:16:07.802863,-6.344262094812881,106.84825972752051,-6.236269428150054,106.80994074359415,37.12499672789762,46,Motor,Rendah,29,Cerah,Sedang,Perumahan,72.1300477224612,63.11379175715356,0
668,DEL-00669,2023-09-11 17:33:00,2023-09-11 17:33:00,2023-09-11 17:52:04.335692,-6.054344192929141,106.85291305069649,-6.107700855291614,106.7337804996616,10.05382682759064,14,Motor,Menengah,28,Hujan_Ringan,Ringan,Perumahan,19.072261526112307,17.413804002102545,0
669,DEL-00670,2023-09-24 18:14:00,2023-09-24 18:14:00,2023-09-24 20:14:43.383011,-6.239865269797839,106.75984489116316,-6.26143514129215,106.7447628842676,41.858442834593866,28,Motor,Menengah,16,Cerah,Padat,Bisnis,120.72305018666592,79.22450168499951,1
670,DEL-00671,2023-10-08 14:58:00,2023-10-08 14:58:00,2023-10-08 15:54:36.394003,-6.11642684392002,106.90284041505872,-6.07060535627794,106.83055575972978,39.03837516882768,35,Mobil_Van,Menengah,5,Cerah,Ringan,Perumahan,56.60656671928328,59.43689505524745,0
671,DEL-00672,2023-09-05 16:17:00,2023-09-05 16:17:00,2023-09-05 18:05:30.955886,-6.252306052343764,106.94346156113996,-6.063252600015009,106.81165775333032,45.95078596179171,38,Mobil_Van,Menengah,8,Hujan_Ringan,Sedang,Perumahan,108.51593142780426,82.56646956463369,0
672,DEL-00673,2023-09-06 11:59:00,2023-09-06 11:59:00,2023-09-06 12:38:27.794057,-6.207494972901975,106.7116935670348,-6.105255109770464,106.76855771933424,23.91145626324452,40,Motor,Menengah,34,Hujan_Ringan,Sedang,Perumahan,39.46323428939846,30.02637391584665,0
673,DEL-00674,2023-10-18 19:27:00,2023-10-18 19:27:00,2023-10-18 20:57:21.385005,-6.233460907216701,106.8231206147118,-6.053707004302382,106.6822703915487,27.74375177689096,34,Motor,Menengah,38,Cerah,Padat,Bisnis,90.3564167527746,59.29639849400833,1
674,DEL-00675,2023-09-05 19:16:00,2023-09-05 19:16:00,2023-09-05 19:51:17.168241,-6.247238231147118,106.65160389870118,-6.190770766546569,106.94082716957388,17.554220820531206,5,Motor,Menengah,37,Cerah,Ringan,Perumahan,35.28613734613789,37.05044421344479,0
675,DEL-00676,2023-10-20 14:44:00,2023-10-20 14:44:00,2023-10-20 14:58:24.812689,-6.343444586837666,106.86391631880788,-6.1792401343583085,106.70238166514102,10.527645772606125,24,Motor,Menengah,34,Cerah,Ringan,Perumahan,14.413544811186192,15.134222051745502,0
676,DEL-00677,2023-10-02 19:50:00,2023-10-02 19:50:00,2023-10-02 20:53:37.620690,-6.241993718643649,106.774284634069,-6.099149955418857,106.83993517348692,33.53879164681523,9,Motor,Tinggi,17,Hujan_Ringan,Ringan,Bisnis,63.627011495083984,64.54914209646202,0
677,DEL-00678,2023-10-28 09:55:00,2023-10-28 09:55:00,2023-10-28 10:00:00.000000,-6.083153002880141,106.70798076807095,-6.202158423263573,106.67482342881122,3.607897742335103,11,Mobil_Van,Tinggi,34,Badai,Padat,Bisnis,5.0,-0.1268979522726963,0
678,DEL-00679,2023-10-10 08:39:00,2023-10-10 08:39:00,2023-10-10 09:48:04.670529,-6.142881998421895,106.87566657652933,-6.227983997950079,106.85649384976368,35.48313869047055,48,Motor,Tinggi,23,Hujan_Ringan,Ringan,Bisnis,69.07784215317785,70.07897030032537,0
680,DEL-00681,2023-10-03 12:23:00,2023-10-03 12:23:00,2023-10-03 13:21:19.433111,-6.172653498613179,106.68334995035278,-6.152702146745336,106.7188525024518,28.559224109888724,34,motor,Tinggi,8,Cerah,Ringan,Bisnis,58.323885190725846,68.0445327225135,0
681,DEL-00682,2023-09-19 14:27:00,2023-09-19 14:27:00,2023-09-19 15:36:21.657431,-6.082330742015339,106.6622987285514,-6.12473125349115,106.8440955598134,33.18291422269308,39,Truk_Kecil,Rendah,27,Cerah,Sedang,Perumahan,69.36095718395951,60.690837535964576,0
682,DEL-00683,2023-10-03 17:58:00,2023-10-03 17:58:00,2023-10-03 18:38:17.412112,-6.139989787710544,106.75022353250073,-6.149539790821975,106.73488055758332,22.049589485479085,5,Motor,Tinggi,29,Cerah,Sedang,Perumahan,40.29020187082045,39.171029596631,0
683,DEL-00684,2023-10-18 15:12:00,2023-10-18 15:12:00,2023-10-18 16:18:13.404190,-6.305394682292992,106.83779713972832,-6.126283461421002,106.80985524454438,34.8264223818952,33,Motor,Tinggi,15,Cerah,Sedang,Perumahan,66.22340315869234,64.383864182062,0
684,DEL-00685,2023-10-13 19:24:00,2023-10-13 19:24:00,2023-10-13 20:14:52.749853,-6.089650250979651,106.88802585815658,-6.147632098733374,106.68735161800122,31.880195175243426,28,Motor,Menengah,35,Cerah,Ringan,Bisnis,50.87916421992097,53.42312243091703,0
685,DEL-00686,2023-10-23 16:35:00,2023-10-23 16:35:00,2023-10-23 17:21:40.326029,-6.25953679601334,106.81381874898914,-6.205866428449946,106.71072016177986,22.985160187654554,36,Mobil_Van,Tinggi,16,Hujan_Ringan,Padat,Bisnis,46.67210047682367,29.59281733131936,0
686,DEL-00687,2023-09-27 12:59:00,2023-09-27 12:59:00,2023-09-27 13:33:56.857806,-6.213777156706298,106.8242246328921,-6.30951962469906,106.87013277247638,20.042932216167774,41,Motor,Menengah,38,Hujan_Ringan,Ringan,Industri,34.94763010597006,31.908705748929197,0
687,DEL-00688,2023-09-07 11:42:00,2023-09-07 11:42:00,2023-09-07 12:17:15.049634,-6.192157172093256,106.88995746652589,-6.114367031319422,106.66054165808468,12.773294861266859,30,Truk_Kecil,Menengah,34,Cerah,Sedang,Bisnis,35.25082723865128,30.84447383381987,0
688,DEL-00689,2023-10-15 16:56:00,2023-10-15 16:56:00,2023-10-15 18:05:25.202403,-6.094848018686542,106.80865301226562,-6.340766254583695,106.6835400629571,32.11192212716941,47,Motor,Rendah,20,Badai,Ringan,Bisnis,69.42004004661135,52.06503003495851,0
689,DEL-00690,2023-10-21 13:41:00,2023-10-21 13:41:00,2023-10-21 14:08:39.846357,-6.070517751455702,106.83334634706787,-6.052249972471598,106.7144868055832,12.325392315193948,27,Motor,Menengah,36,Cerah,Padat,Bisnis,27.664105944329695,18.15456952596637,0
691,DEL-00692,2023-09-30 13:30:00,2023-09-30 13:30:00,2023-09-30 14:21:29.331950,-6.347613745616438,106.9141374700103,-6.148726817605609,106.67861360955185,11.721515606393275,11,Mobil_Van,Menengah,12,Cerah,Padat,Perumahan,51.48886582928517,33.789568200468395,0
692,DEL-00693,2023-09-18 10:01:00,2023-09-18 10:01:00,2023-09-18 11:14:53.133104,-6.073433454324363,106.72065498557552,-6.060017968443664,106.73441744329088,35.315675414677955,17,Motor,Menengah,35,Cerah,Ringan,Industri,73.88555172803932,77.57982931444128,0
693,DEL-00694,2023-09-14 19:28:00,2023-09-14 19:28:00,2023-09-14 19:56:18.374023,-6.333683910199529,106.72919807536216,-6.166258915563137,106.67787523547494,12.573651638024867,44,Motor,Tinggi,17,Badai,Ringan,Bisnis,28.306233712700838,23.58852809391736,0
695,DEL-00696,2023-10-02 19:45:00,2023-10-02 19:45:00,2023-10-02 20:23:35.140533,-6.195503643581651,106.89584002544832,-6.182185347795644,106.66982213715336,28.149261852854263,23,Mobil_Van,Tinggi,39,Hujan_Ringan,Sedang,Bisnis,38.5856755491142,32.620740198526505,0
696,DEL-00697,2023-09-27 07:40:00,2023-09-27 07:40:00,2023-09-27 08:01:17.941865,-6.206022293298682,106.77353318716872,-6.266838744302917,106.90829510975348,12.644635707117356,45,Mobil_Van,Menengah,31,Cerah,Sedang,Perumahan,21.29903107757625,18.63665219287922,0
697,DEL-00698,2023-09-17 14:30:00,2023-09-17 14:30:00,2023-09-17 15:16:15.412080,-6.168587061833783,106.75436818226436,-6.239156741604669,106.89685802581808,13.23,18,Motor,Rendah,10,Cerah,Padat,Perumahan,46.25686800567234,30.35606962872247,0
699,DEL-00700,2023-10-15 09:47:00,2023-10-15 09:47:00,2023-10-15 10:34:21.189266,-6.069687296107874,106.92804100993192,-6.117619776083365,106.65755739428155,12.946684297411888,28,Motor,Rendah,11,Badai,Sedang,Perumahan,47.35315443830233,29.59572152393897,0
700,DEL-00701,2023-09-06 09:29:00,2023-09-06 09:29:00,2023-09-06 09:34:00.000000,-6.277835345535624,106.94159630463744,-6.199121235688713,106.6649976044686,1.0,49,Motor,Menengah,20,Cerah,Ringan,Perumahan,5.0,4.316811499378433,0
701,DEL-00702,2023-09-07 16:40:00,2023-09-07 16:40:00,2023-09-07 17:10:37.546006,-6.267792591788455,106.6926896990276,-6.207595912752477,106.82711341937213,11.887437166084952,42,Motor,Rendah,6,Hujan_Ringan,Sedang,Bisnis,30.62576676514077,23.30221384304189,0
702,DEL-00703,2023-10-02 08:27:00,2023-10-02 08:27:00,2023-10-02 08:55:16.066946,-6.073778619292083,106.91737554394444,-6.259408358677447,106.85110608734657,19.23375345294126,15,Mobil_Van,Menengah,29,Cerah,Ringan,Perumahan,28.26778242688682,29.681171548231163,0
703,DEL-00704,2023-10-30 11:28:00,2023-10-30 11:28:00,2023-10-30 12:21:28.134149,-6.326978145876423,106.74861287981624,-6.18803832744419,106.83619601737388,31.723898511846294,20,Motor,Tinggi,30,Cerah,Ringan,Perumahan,53.46890248501065,62.38038623251243,0
704,DEL-00705,2023-09-22 10:19:00,2023-09-22 10:19:00,2023-09-22 10:43:26.822473,-6.167131753428557,106.65379703106356,-6.275482743669405,106.81244305559756,5.075510464881885,32,Mobil_Van,Menengah,30,Cerah,Sedang,Industri,24.447041219338097,21.39116106692084,0
705,DEL-00706,2023-10-02 10:49:00,2023-10-02 10:49:00,2023-10-02 11:17:28.853284,-6.145479214380317,106.76738950079492,-6.271701855377532,106.70240522718883,21.727516754697287,23,Truk_Kecil,Menengah,22,Cerah,Ringan,Perumahan,28.480888061147773,29.904932464205164,0
706,DEL-00707,2023-09-04 17:16:00,2023-09-04 17:16:00,2023-09-04 17:58:00.935644,-6.198337482971079,106.80275890594142,-6.122822367456644,106.90228616839056,21.761211453384025,8,Motor,Menengah,24,Hujan_Ringan,Ringan,Perumahan,42.01559406100995,38.36206414266126,0
707,DEL-00708,2023-09-12 12:16:00,2023-09-12 12:16:00,2023-09-12 13:05:24.735114,-6.141730436353059,106.6824661270702,-6.247235820647274,106.74826648090809,34.417720167387834,43,Motor,Tinggi,32,Cerah,Ringan,Industri,49.412251896329344,57.64762721238424,0
708,DEL-00709,2023-09-10 12:00:00,2023-09-10 12:00:00,2023-09-10 13:52:47.360841,-6.29817360619641,106.81130328506228,-6.334580098118266,106.94585345883388,32.68007417830357,18,Motor,Menengah,7,Cerah,Padat,Perumahan,112.78934734803096,74.01800919714533,1
709,DEL-00710,2023-09-22 16:55:00,2023-09-22 16:55:00,2023-09-22 17:01:04.510852,-6.094210330168538,106.89583907525302,-6.246896814231506,106.76545733936824,2.3219768729202848,36,Motor,Tinggi,5,Hujan_Ringan,Ringan,Perumahan,6.07518086568795,6.163226965190676,0
710,DEL-00711,2023-10-29 08:49:00,2023-10-29 08:49:00,2023-10-29 09:44:14.953182,-6.307992293159034,106.76329528525176,-6.158428337640014,106.72890145319232,21.325298634895766,23,Motor,Rendah,14,Cerah,Padat,Perumahan,55.24921970646846,36.25730043236992,0
711,DEL-00712,2023-09-14 19:11:00,2023-09-14 19:11:00,2023-09-14 21:03:22.709121,-6.229756266705275,106.7557934419603,-6.105804323996804,106.91827524413452,39.71699169698087,22,Motor,Rendah,35,Cerah,Padat,Bisnis,112.37848535193382,73.74838101220656,1
712,DEL-00713,2023-10-06 17:34:00,2023-10-06 17:34:00,2023-10-06 18:02:28.674522,-6.327422719607538,106.7516431260692,-6.061418995582292,106.8202242489573,10.921568052359511,34,Motor,Menengah,24,Cerah,Ringan,Bisnis,28.4779087012798,29.90180413634379,0
713,DEL-00714,2023-10-22 19:11:00,2023-10-22 19:11:00,2023-10-22 19:34:12.211391,-6.18643667635478,106.9269283337651,-6.126133873557508,106.86655513205244,12.755922939189709,20,Motor,Rendah,12,Cerah,Ringan,Perumahan,23.203523182975985,24.363699342124782,0
714,DEL-00715,2023-09-07 19:10:00,2023-09-07 19:10:00,2023-09-07 20:12:22.508011,-6.149076257772308,106.66462742963704,-6.221344517174949,106.77251963499818,31.79629136368562,35,Van,Menengah,11,Cerah,Ringan,Perumahan,62.37513351584958,65.49389019164207,0
715,DEL-00716,2023-10-03 12:46:00,2023-10-03 12:46:00,2023-10-03 13:19:03.897818,-6.067633509471413,106.78352284259788,-6.260264216238513,106.91607465178308,15.414290495129872,16,Motor,Menengah,39,Hujan_Ringan,Ringan,Industri,33.06496363936409,30.18974940985417,0
716,DEL-00717,2023-09-15 09:10:00,2023-09-15 09:10:00,2023-09-15 11:49:53.512158,-6.1281991412312,106.72937983624492,-6.311111002948733,106.92531756389528,47.33537319555454,1,Motor,Menengah,24,Cerah,Padat,Perumahan,159.89186930171178,104.92903922924836,1
717,DEL-00718,2023-10-28 13:25:00,2023-10-28 13:25:00,2023-10-28 14:46:43.895777,-6.1876691250637545,106.91814210761623,-6.161694069666166,106.78103067933507,33.6749011267438,49,Motor,Tinggi,7,Cerah,Sedang,Industri,81.73159628055708,79.46127416165272,0
718,DEL-00719,2023-10-04 08:28:00,2023-10-04 08:28:00,2023-10-04 09:24:23.108334,-6.0702148948489,106.67881567907514,-6.197035005767298,106.72221715061065,26.538647264156687,44,Motor,Menengah,15,Cerah,Ringan,Perumahan,56.385138896457946,59.20439584128084,0
719,DEL-00720,2023-09-04 07:34:00,2023-09-04 07:34:00,2023-09-04 09:31:56.459164,-6.206468948587737,106.77343283000413,-6.146689545066758,106.84430141533004,39.24694240955567,42,Motor,Rendah,16,Hujan_Ringan,Padat,Industri,117.94098606979804,67.30328009417823,1
720,DEL-00721,2023-09-13 15:38:00,2023-09-13 15:38:00,2023-09-13 15:43:00.000000,-6.181638304070339,106.77204484560932,-6.27886005306348,106.93637530014615,5.671135590196545,13,Motor,Rendah,16,Cerah,Sedang,Perumahan,5.0,4.235932657280557,0
721,DEL-00722,2023-09-15 13:28:00,2023-09-15 13:28:00,2023-09-15 15:04:28.882501,-6.171170441698972,106.91651832526412,-6.252906749567017,106.83673393787188,33.61220264053194,31,Mobil_Van,Menengah,12,Cerah,Padat,Bisnis,96.48137501607177,63.31590235429708,1
722,DEL-00723,2023-09-29 17:51:00,2023-09-29 17:51:00,2023-09-29 19:28:46.326946,-6.227006082234031,106.71464803351228,-6.262371395150408,106.93626673152232,43.14384428793463,46,Motor,Tinggi,26,Hujan_Ringan,Sedang,Bisnis,97.77211576141669,82.6575857886373,0
723,DEL-00724,2023-10-02 08:46:00,2023-10-02 08:46:00,2023-10-02 09:21:17.737568,-6.098455192830253,106.84346862309047,-6.110704447347677,106.7531423894918,19.067000715828712,48,Motor,Menengah,24,Cerah,Ringan,Perumahan,35.295626126558915,37.06040743288686,0
724,DEL-00725,2023-09-14 10:21:00,2023-09-14 10:21:00,2023-09-14 10:26:00.000000,-6.294447218346482,106.69032183806634,-6.298631055540996,106.92452372123996,1.0,26,Mobil_Van,Menengah,19,Cerah,Ringan,Perumahan,5.0,3.1123615687177417,0
725,DEL-00726,2023-09-11 17:02:00,2023-09-11 17:02:00,2023-09-11 17:58:00.672002,-6.1835473428885175,106.93619271422416,-6.167458364892651,106.68377004972496,29.941561331751764,24,Motor,Tinggi,35,Cerah,Ringan,Perumahan,56.011200027369256,65.3464000319308,0
726,DEL-00727,2023-09-17 18:55:00,2023-09-17 18:55:00,2023-09-17 19:34:27.888313,-6.133330023143842,106.82790448778168,-6.3345934952722684,106.7576503256813,15.264717579679125,28,Motor,Menengah,34,Cerah,Sedang,Perumahan,39.464805221179,34.53170456853162,0
